step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
723,CASH_OUT,457359.64,C477094811,457359.64,0.0,C88386120,160042.8,617402.44,1,0
136,PAYMENT,4363.64,C1215640412,18913.0,14549.36,M25808673,0.0,0.0,0,0
373,CASH_OUT,4294676.05,C525104705,4294676.05,0.0,C1490211524,1061317.39,5355993.45,1,0
357,CASH_OUT,4177467.46,C376454889,4177467.46,0.0,C1559513408,0.0,4177467.46,1,0
86,CASH_OUT,88649.1,C796414235,88649.1,0.0,C1743229382,2239755.86,2328404.96,1,0
396,CASH_IN,555001.29,C1995773410,15765852.78,16320854.07,C688146815,2742969.31,2187968.02,0,0
261,TRANSFER,1954854.24,C998015371,1954854.24,0.0,C1009679725,0.0,0.0,1,0
598,TRANSFER,856251.13,C111563363,14665.89,0.0,C1335322882,1590260.97,2446512.1,0,0
398,CASH_OUT,10000000.0,C2062946234,10000000.0,0.0,C2129872070,2246.43,10002246.43,1,0
22,TRANSFER,1258956.71,C1209224134,1258956.71,0.0,C314012937,0.0,0.0,1,0
21,PAYMENT,14384.77,C1778719257,12670.79,0.0,M1545151321,0.0,0.0,0,0
737,CASH_OUT,1281113.84,C1346995049,1281113.84,0.0,C1049862186,0.0,1281113.84,1,0
405,CASH_OUT,183780.8,C1832663913,0.0,0.0,C181064663,10515988.38,10699769.18,0,0
66,TRANSFER,107188.41,C1876689114,107188.41,0.0,C1824138036,0.0,0.0,1,0
150,CASH_OUT,1335959.76,C863602835,1335959.76,0.0,C1595218853,73654.55,1409614.31,1,0
605,TRANSFER,504532.72,C1419487252,504532.72,0.0,C1594325681,0.0,0.0,1,0
580,TRANSFER,282500.69,C937056998,282500.69,0.0,C48363551,0.0,0.0,1,0
40,CASH_OUT,323326.33,C1239913594,47131.0,0.0,C605422235,106126.38,429452.72,0,0
130,PAYMENT,6263.0,C1089035021,13662.0,7399.0,M212165719,0.0,0.0,0,0
206,CASH_IN,224691.76,C77018848,5639.0,230330.76,C638243290,1307979.18,1083287.41,0,0
321,CASH_OUT,193493.69,C1226615029,0.0,0.0,C2071986041,1274596.15,1468089.84,0,0
386,TRANSFER,145889.62,C1936105847,0.0,0.0,C958312836,2148791.95,2294681.57,0,0
537,TRANSFER,340119.98,C1649956184,340119.98,0.0,C2125667405,0.0,0.0,1,0
430,CASH_OUT,221511.12,C406659405,221511.12,0.0,C200475488,201354.78,422865.9,1,0
203,TRANSFER,4644693.12,C774814056,4644693.12,0.0,C900711437,0.0,0.0,1,0
361,PAYMENT,18113.2,C904719443,0.0,0.0,M2063779641,0.0,0.0,0,0
415,TRANSFER,23236.49,C1376272223,23236.49,0.0,C684942483,0.0,0.0,1,0
192,CASH_OUT,585511.14,C1167167977,585511.14,0.0,C1270499710,67757.07,653268.21,1,0
355,TRANSFER,365118.62,C739770217,19171.41,0.0,C1877321182,909944.99,1275063.6,0,0
685,CASH_OUT,73110.82,C1141317489,73110.82,0.0,C301882275,203551.47,276662.29,1,0
251,CASH_OUT,443392.02,C1744681775,16156.0,0.0,C1285545180,2190.87,445582.89,0,0
358,TRANSFER,376059.27,C741331613,376059.27,0.0,C1388979353,0.0,0.0,1,0
281,PAYMENT,4280.54,C751987721,3264.0,0.0,M395994526,0.0,0.0,0,0
343,TRANSFER,101013.32,C108505415,101013.32,0.0,C1874406892,0.0,0.0,1,0
336,DEBIT,417.19,C659054421,30884.0,30466.81,C375031563,52538.22,52955.41,0,0
220,CASH_OUT,285376.6,C1221197048,285376.6,0.0,C171730324,2719914.68,3005291.27,1,0
279,TRANSFER,697226.2,C647787340,697226.2,0.0,C1915139029,0.0,0.0,1,0
208,CASH_OUT,11172.55,C668388098,5797.0,0.0,C1290475436,1031367.9,1042540.45,0,0
17,CASH_OUT,172312.31,C1286043390,80254.05,0.0,C1075699670,322569.65,0.0,0,0
741,CASH_OUT,10000000.0,C1668034607,10000000.0,0.0,C1250722530,192912.98,10192912.98,1,0
153,PAYMENT,4589.61,C56848977,20507.0,15917.39,M1476904151,0.0,0.0,0,0
380,CASH_OUT,124441.93,C1456649457,746.0,0.0,C232580264,15952145.74,16076587.67,0,0
324,PAYMENT,5941.28,C1907457148,7525.0,1583.72,M652341400,0.0,0.0,0,0
668,CASH_OUT,1576531.53,C2000069930,1576531.53,0.0,C1345448010,0.0,1576531.53,1,0
249,TRANSFER,358440.67,C1621453124,358440.67,0.0,C1530549308,0.0,0.0,1,0
404,CASH_OUT,93244.09,C486400862,0.0,0.0,C1100917842,1374765.83,1468009.92,0,0
397,TRANSFER,249984.75,C220059815,249984.75,0.0,C67003023,0.0,0.0,1,0
35,CASH_IN,133621.89,C2009390540,21454461.92,21588083.82,C1977528575,2258621.86,2124999.97,0,0
34,TRANSFER,486775.64,C1061088124,0.0,0.0,C322537546,1061548.07,1548323.71,0,0
237,CASH_OUT,3986.56,C834548719,104232.0,100245.44,C2016478138,4366330.93,4370317.49,0,0
592,TRANSFER,218123.67,C1831177381,0.0,0.0,C1026449354,339374.06,557497.73,0,0
352,CASH_OUT,112724.82,C1882976871,31039.0,0.0,C92007274,8894.41,121619.23,0,0
217,CASH_OUT,108783.2,C656154265,108783.2,0.0,C1779832819,89597.75,198380.95,1,0
18,PAYMENT,13941.99,C884740766,0.0,0.0,M38224544,0.0,0.0,0,0
624,TRANSFER,932304.24,C626900726,932304.24,0.0,C556594745,0.0,0.0,1,0
354,CASH_OUT,199485.44,C167130310,25411.0,0.0,C1115925441,121870.78,321356.22,0,0
489,TRANSFER,107128.17,C65259597,107128.17,0.0,C355360625,0.0,0.0,1,0
325,CASH_OUT,23800.1,C1034848702,0.0,0.0,C1381349740,5032002.51,5055802.6,0,0
255,CASH_OUT,47716.43,C79610692,566247.0,518530.57,C358666396,1307531.23,1355247.67,0,0
444,CASH_OUT,408864.84,C1558543265,408864.84,0.0,C577153262,0.0,408864.84,1,0
736,CASH_OUT,1314660.84,C1660278884,1314660.84,0.0,C464467238,0.0,1314660.84,1,0
299,TRANSFER,935790.41,C2136408151,935790.41,0.0,C39269592,0.0,0.0,1,0
137,CASH_OUT,352371.85,C1396719238,0.0,0.0,C1005478211,428470.74,780842.59,0,0
254,CASH_OUT,541115.02,C1726606589,541115.02,0.0,C1644592239,51607.15,592722.17,1,0
346,DEBIT,1983.05,C1535125601,11146.0,9162.95,C1871757624,550941.95,552925.0,0,0
314,CASH_OUT,271150.29,C1431720928,271150.29,0.0,C1276777256,105282.66,376432.95,1,0
230,CASH_OUT,3774746.08,C1668999438,3774746.08,0.0,C1220527232,55231.27,3829977.34,1,0
262,TRANSFER,374254.9,C1006026677,0.0,0.0,C843115845,501887.33,876142.24,0,0
470,TRANSFER,913684.05,C182934676,913684.05,0.0,C1568271281,0.0,0.0,1,0
726,CASH_OUT,2216437.25,C1860220594,2216437.25,0.0,C1149224320,6843369.97,9059807.22,1,0
166,PAYMENT,2543.85,C1684892792,215400.0,212856.15,M79137824,0.0,0.0,0,0
151,TRANSFER,1766811.07,C1707046857,1766811.07,0.0,C1057271588,0.0,0.0,1,0
47,CASH_OUT,2249574.01,C758510706,2249574.01,0.0,C1011054162,3785286.98,6034861.0,1,0
227,CASH_IN,240128.5,C2031698329,4821.0,244949.5,C1514196857,167103.32,0.0,0,0
14,CASH_IN,153142.09,C1012145915,21527.0,174669.09,C1667912454,0.0,0.0,0,0
191,PAYMENT,5721.46,C1283727240,455516.69,449795.24,M1756098907,0.0,0.0,0,0
403,CASH_OUT,31274.4,C172569007,0.0,0.0,C1179786464,205129.99,236404.39,0,0
528,TRANSFER,181224.98,C610113599,181224.98,0.0,C1123337350,0.0,0.0,1,0
184,CASH_OUT,60519.74,C982551468,60519.74,0.0,C1378644910,54295.32,182654.5,1,0
282,TRANSFER,1709224.02,C1652182043,1709224.02,0.0,C1794027928,0.0,0.0,1,0
16,CASH_OUT,2198224.71,C705981026,2198224.71,0.0,C697783649,0.0,2198224.71,1,0
66,CASH_OUT,79441.66,C2043684094,79441.66,0.0,C795372753,2051790.44,2131232.1,1,0
410,TRANSFER,950791.37,C1316033338,950791.37,0.0,C137391139,0.0,0.0,1,0
253,TRANSFER,168455.76,C1968388309,168455.76,0.0,C752698440,0.0,0.0,1,0
153,PAYMENT,11875.54,C879041842,0.0,0.0,M1623624784,0.0,0.0,0,0
154,CASH_OUT,442722.01,C1825078209,442722.01,0.0,C216559212,90335.5,533057.51,1,0
52,TRANSFER,128426.58,C1842985263,128426.58,0.0,C840755462,0.0,0.0,1,0
272,CASH_OUT,166972.46,C1729423257,166972.46,0.0,C1949981498,9314.02,176286.48,1,0
188,TRANSFER,5777706.65,C2089796608,5777706.65,0.0,C77532611,0.0,0.0,1,0
12,DEBIT,11184.17,C203263178,0.0,0.0,C1080077694,659571.74,285712.74,0,0
404,CASH_OUT,163916.21,C500200693,287.0,0.0,C1214502664,0.0,163916.21,0,0
329,CASH_OUT,12480.99,C1691835164,71.0,0.0,C1674063820,3441057.48,3453538.47,0,0
303,CASH_OUT,253665.9,C651127660,3001.0,0.0,C1270086920,1966.14,255632.04,0,0
310,CASH_OUT,1868438.44,C715029330,1868438.44,0.0,C236534502,0.0,1868438.44,1,0
326,CASH_IN,2168.98,C601231747,1123354.56,1125523.54,C2124094148,30915.42,28746.44,0,0
457,CASH_OUT,145482.09,C27253971,145482.09,0.0,C325487676,1686412.37,1831894.45,1,0
349,CASH_OUT,450524.75,C38939202,0.0,0.0,C110091465,978950.16,1429474.91,0,0
8,CASH_IN,23480.07,C1658366455,7971031.73,7994511.81,C747184469,5055841.92,5032361.85,0,0
279,PAYMENT,13107.09,C1904264923,106053.74,92946.64,M313475041,0.0,0.0,0,0
18,TRANSFER,9131.0,C1592623877,9131.0,0.0,C87183368,0.0,0.0,1,0
153,TRANSFER,582679.87,C1425038354,0.0,0.0,C2120573935,2073255.53,2655935.4,0,0
340,CASH_OUT,4677358.76,C171367749,4677358.76,0.0,C725544013,0.0,4677358.76,1,0
33,CASH_OUT,6648389.9,C1612816859,6648389.9,0.0,C836514715,2609209.55,9257599.45,1,0
694,CASH_OUT,76582.23,C1588297046,76582.23,0.0,C870778014,1869045.51,1945627.75,1,0
203,TRANSFER,2913787.08,C1263647967,2913787.08,0.0,C1765579007,0.0,0.0,1,0
308,CASH_OUT,138726.64,C1746711041,7875.0,0.0,C2041438944,198433.78,337160.42,0,0
139,TRANSFER,609732.33,C478046860,0.0,0.0,C2128395069,9732619.86,10342352.19,0,0
31,TRANSFER,120406.39,C237098657,120406.39,0.0,C1177827371,0.0,0.0,1,0
16,PAYMENT,15425.26,C815540426,1124.0,0.0,M1610348525,0.0,0.0,0,0
394,CASH_IN,102548.89,C1899373552,903088.73,1005637.62,C805058952,1943694.45,1841145.56,0,0
156,TRANSFER,773696.12,C2131970934,773696.12,0.0,C204911747,0.0,0.0,1,0
274,TRANSFER,49210.21,C10982843,49210.21,0.0,C803239144,0.0,0.0,1,0
25,CASH_IN,182969.39,C185716829,4443471.08,4626440.47,C1809716881,5726342.55,5543373.16,0,0
276,CASH_IN,167210.56,C2029128431,113120.0,280330.56,C1639245124,394819.57,227609.02,0,0
717,CASH_OUT,116798.38,C1129119075,116798.38,0.0,C1592225219,896815.57,1013613.95,1,0
527,CASH_OUT,79323.25,C1399341304,79323.25,0.0,C2113418561,194983.92,274307.16,1,0
202,CASH_OUT,5841.89,C1730171916,24627.0,18785.11,C538234672,0.0,5841.89,0,0
356,CASH_OUT,151134.48,C820720051,0.0,0.0,C1478964694,843309.36,994443.84,0,0
129,CASH_OUT,99279.88,C1072047944,0.0,0.0,C127385698,4210009.25,4309289.14,0,0
202,CASH_IN,238178.63,C19462421,3246125.54,3484304.17,C1117105791,1471451.67,1447698.79,0,0
552,CASH_OUT,692743.57,C1891204803,692743.57,0.0,C1400173995,0.0,692743.57,1,0
506,TRANSFER,7041719.54,C295695808,7041719.54,0.0,C1634584019,0.0,0.0,1,0
238,PAYMENT,8871.32,C1315895824,30910.0,22038.68,M910589017,0.0,0.0,0,0
289,CASH_OUT,3374.25,C501091944,3374.25,0.0,C540962810,94021.36,97395.6,1,0
130,TRANSFER,1266975.84,C85990054,15555.0,0.0,C1374299512,236879.89,1503855.73,0,0
330,PAYMENT,7968.28,C1303342852,100962.0,92993.72,M1521335756,0.0,0.0,0,0
474,CASH_OUT,87167.88,C817565031,87167.88,0.0,C2032615769,421005.27,508173.15,1,0
297,CASH_IN,283958.66,C1598492495,20830864.95,21114823.6,C1807793789,554724.44,270765.78,0,0
642,TRANSFER,450060.37,C680982592,450060.37,0.0,C1213851559,0.0,0.0,1,0
128,CASH_OUT,3062506.58,C1347372630,3062506.58,0.0,C1738146204,0.0,3062506.58,1,0
187,TRANSFER,44164.0,C1644806560,44164.0,0.0,C1111727092,0.0,0.0,1,0
402,PAYMENT,67650.84,C1048760285,0.0,0.0,M49431071,0.0,0.0,0,0
328,CASH_IN,166270.79,C250502242,112688.0,278958.79,C581620772,932314.35,766043.56,0,0
210,CASH_IN,114715.7,C429915353,3248085.03,3362800.73,C434491429,860696.29,745980.59,0,0
183,TRANSFER,434702.89,C445077544,174079.0,0.0,C2027046577,0.0,138383.09,0,0
397,TRANSFER,28691.98,C585571895,9911.0,0.0,C522209252,1010177.93,1038869.91,0,0
296,TRANSFER,312151.06,C2064377910,312151.06,0.0,C480066834,0.0,0.0,1,0
492,CASH_OUT,1059682.92,C1400717591,1059682.92,0.0,C231455368,102876.2,1162559.12,1,0
237,TRANSFER,213575.58,C702324969,0.0,0.0,C393178895,1077833.8,1291409.38,0,0
348,TRANSFER,31374.02,C14761859,31374.02,0.0,C361194478,0.0,0.0,1,0
461,CASH_OUT,226689.16,C98982423,226689.16,0.0,C229328572,173244.92,399934.08,1,0
718,CASH_OUT,10000000.0,C1049094143,10000000.0,0.0,C1023840891,2517892.18,12517892.18,1,0
396,PAYMENT,36612.06,C1180768517,197862.12,161250.05,M527093069,0.0,0.0,0,0
328,TRANSFER,2137134.15,C1999096176,2137134.15,0.0,C136063013,0.0,0.0,1,0
237,CASH_IN,98486.05,C163714951,75427.0,173913.05,C735202313,2581901.14,2483415.09,0,0
733,CASH_OUT,1548376.44,C1168267667,1548376.44,0.0,C2079585143,2317541.56,3865918.0,1,0
348,CASH_OUT,1417.07,C1005368031,33168.0,31750.93,C71184275,0.0,1417.07,0,0
33,CASH_OUT,135498.84,C1600572563,0.0,0.0,C284560789,398831.33,534330.17,0,0
466,TRANSFER,230806.85,C549647828,230806.85,0.0,C13373079,0.0,0.0,1,0
719,TRANSFER,67299.57,C645678075,67299.57,0.0,C1753733624,0.0,0.0,1,0
551,CASH_OUT,759257.55,C1255221578,759257.55,0.0,C1470118163,36297.01,795554.56,1,0
385,TRANSFER,620512.76,C580395183,620512.76,0.0,C399005937,0.0,0.0,1,0
650,CASH_OUT,916886.3,C1180613420,916886.3,0.0,C1976314551,3233104.45,4149990.75,1,0
665,CASH_OUT,290491.12,C1637432706,290491.12,0.0,C1333107954,239594.76,530085.88,1,0
209,CASH_OUT,329156.43,C665359708,329156.43,0.0,C1324874027,0.0,329156.43,1,0
443,TRANSFER,348915.96,C1721589363,348915.96,0.0,C2136928394,0.0,0.0,1,0
735,TRANSFER,92735.71,C1351323617,92735.71,0.0,C413722554,0.0,0.0,1,0
400,CASH_OUT,115123.07,C1708399796,1593.0,0.0,C518520512,676188.13,791311.21,0,0
355,CASH_IN,50413.02,C170021381,1544392.99,1594806.01,C1929400848,9992813.87,9942400.85,0,0
166,PAYMENT,3075.87,C1359471379,42763.0,39687.13,M249779183,0.0,0.0,0,0
530,CASH_OUT,148680.12,C547292617,148680.12,0.0,C1499118681,0.0,148680.12,1,0
355,CASH_IN,61853.74,C1558438684,570.0,62423.74,C1883405114,183746.13,121892.38,0,0
674,CASH_OUT,6250438.78,C951549308,6250438.78,0.0,C1717545219,0.0,6250438.78,1,0
322,TRANSFER,2315624.88,C1698242544,49803.0,0.0,C1276999507,0.0,2315624.88,0,0
34,CASH_OUT,206707.47,C1381446994,4821.0,0.0,C2089355907,249.0,252062.75,0,0
739,TRANSFER,194521.28,C1696012302,194521.28,0.0,C411128068,0.0,0.0,1,0
5,CASH_OUT,60726.57,C840095827,60726.57,0.0,C803116137,13010502.78,13071229.35,1,0
179,CASH_IN,305672.51,C1819743235,26821.0,332493.51,C1712137049,12629.42,0.0,0,0
564,CASH_OUT,1246169.57,C272892142,1246169.57,0.0,C814716597,4197204.09,5443373.66,1,0
325,TRANSFER,269187.87,C1859628307,269187.87,0.0,C638336367,0.0,0.0,1,0
354,CASH_OUT,310858.62,C798451904,897.0,0.0,C370844974,219303.87,530162.49,0,0
189,CASH_OUT,358529.2,C831067844,358529.2,0.0,C1442540355,0.0,358529.2,1,0
350,CASH_IN,159670.57,C62424489,8544544.53,8704215.1,C1664032443,478702.08,319031.51,0,0
317,TRANSFER,487276.8,C1002859898,487276.8,0.0,C647242478,0.0,0.0,1,0
324,CASH_OUT,378527.71,C1803730185,378527.71,0.0,C134543538,419294.74,797822.46,1,0
43,TRANSFER,254033.6,C799734751,0.0,0.0,C475252838,1557764.99,1811798.6,0,0
331,CASH_OUT,359293.4,C2063594102,42575.0,0.0,C1644592239,592722.17,952015.57,0,0
568,TRANSFER,66188.66,C1129139063,66188.66,0.0,C1828742646,0.0,0.0,1,0
275,PAYMENT,2542.06,C704879109,0.0,0.0,M738730235,0.0,0.0,0,0
230,CASH_OUT,122065.07,C1779723447,0.0,0.0,C1443362709,237724.76,359789.83,0,0
583,TRANSFER,459378.91,C1642524943,459378.91,0.0,C715170172,0.0,0.0,1,0
414,CASH_OUT,298384.21,C1678582584,298384.21,0.0,C2097786726,77405.99,375790.2,1,0
531,CASH_OUT,834203.65,C647849713,834203.65,0.0,C1237314192,0.0,834203.65,1,0
406,TRANSFER,2477191.44,C1457109200,0.0,0.0,C2138520528,19602688.05,22079879.49,0,0
518,TRANSFER,242896.12,C494221581,242896.12,0.0,C1477702767,0.0,0.0,1,0
34,CASH_IN,119378.69,C2075526715,50249.0,169627.69,C1560294361,728654.49,609275.79,0,0
328,CASH_OUT,2137134.15,C1080618255,2137134.15,0.0,C2108426428,237525.08,2374659.23,1,0
320,TRANSFER,8950011.46,C1495344095,8950011.46,0.0,C128292751,0.0,0.0,1,0
721,CASH_OUT,71216.62,C1028741158,71216.62,0.0,C1126685739,16093.34,87309.96,1,0
255,CASH_OUT,38223.11,C687551881,38223.11,0.0,C1460854172,115485.32,153708.43,1,0
43,PAYMENT,2091.89,C1533217126,138950.73,136858.84,M1366643598,0.0,0.0,0,0
232,PAYMENT,3829.14,C1887948957,9215.0,5385.86,M1427643056,0.0,0.0,0,0
206,CASH_OUT,159358.26,C1502596168,0.0,0.0,C644551290,2191213.93,2350572.2,0,0
403,PAYMENT,15336.58,C106728321,11233.0,0.0,M263102075,0.0,0.0,0,0
347,CASH_OUT,14689.38,C1364190665,0.0,0.0,C346515886,116453.22,131142.6,0,0
141,CASH_IN,153550.76,C2071912563,215609.06,369159.83,C1466545525,1380555.14,1227004.38,0,0
268,TRANSFER,2219475.13,C1998076777,2219475.13,0.0,C1122874566,0.0,0.0,1,0
235,CASH_OUT,159701.74,C466072508,0.0,0.0,C791622286,5015840.87,5175542.6,0,0
143,PAYMENT,4071.08,C528961213,38483.86,34412.79,M1370393028,0.0,0.0,0,0
19,CASH_OUT,208241.99,C1284138659,0.0,0.0,C562763766,752209.54,960451.53,0,0
181,CASH_OUT,955505.54,C2094567574,955505.54,0.0,C1388436257,466930.46,1422436.0,1,0
307,TRANSFER,1090535.92,C1869652676,38367.0,0.0,C1515540066,0.0,1090535.92,0,0
332,PAYMENT,3175.97,C1894294083,1014.0,0.0,M690594605,0.0,0.0,0,0
257,CASH_OUT,126727.04,C248603597,0.0,0.0,C1521453094,284802.48,411529.51,0,0
106,TRANSFER,1409248.64,C1892918810,1409248.64,0.0,C2036490087,0.0,0.0,1,0
1,TRANSFER,235238.66,C1872047468,235238.66,0.0,C116289363,0.0,0.0,1,0
596,TRANSFER,182707.89,C1157844901,0.0,0.0,C941966230,604975.43,787683.32,0,0
714,CASH_OUT,8838.19,C551927206,8838.19,0.0,C1342608381,15334.27,24172.46,1,0
525,CASH_IN,143951.92,C299928508,73418.0,217369.92,C254455894,158689.89,14737.97,0,0
668,CASH_OUT,307455.42,C1857166284,307455.42,0.0,C1314885852,0.0,307455.42,1,0
370,PAYMENT,6232.63,C1554572432,198995.09,192762.45,M1382272737,0.0,0.0,0,0
498,TRANSFER,142791.28,C2091936123,142791.28,0.0,C843542552,0.0,0.0,1,0
637,CASH_OUT,199911.34,C1802271261,38624.0,0.0,C1281148973,0.0,199911.34,0,0
213,CASH_IN,306236.81,C1600521969,2060373.16,2366609.97,C1606591869,558958.77,252721.96,0,0
29,CASH_OUT,268641.82,C2038670336,268641.82,0.0,C1068543577,197163.95,465805.77,1,0
567,CASH_OUT,175203.45,C1731825076,175203.45,0.0,C1046160944,2735776.45,2910979.9,1,0
324,TRANSFER,747490.78,C1244768246,0.0,0.0,C625920254,1752668.32,2500159.1,0,0
241,CASH_OUT,470956.59,C1792382836,470956.59,0.0,C1834120741,0.0,470956.59,1,0
374,CASH_OUT,200418.1,C1423336678,200418.1,0.0,C1172683481,902091.87,1102509.97,1,0
378,PAYMENT,39301.36,C1758060650,213788.31,174486.95,M1344429523,0.0,0.0,0,0
14,PAYMENT,11587.75,C1693322465,0.0,0.0,M1797810614,0.0,0.0,0,0
190,TRANSFER,185510.21,C818165739,185510.21,0.0,C1105587569,0.0,0.0,1,0
691,CASH_OUT,126904.49,C754944698,0.0,0.0,C918542340,714928.15,841832.64,0,0
153,CASH_IN,271806.67,C1049609906,14958732.46,15230539.13,C1895204475,2461861.86,2190055.19,0,0
403,CASH_OUT,949979.11,C971577416,949979.11,0.0,C1652005697,0.0,949979.11,1,0
134,PAYMENT,41217.65,C1785052089,16706.0,0.0,M1624364161,0.0,0.0,0,0
602,TRANSFER,274125.77,C589532361,274125.77,0.0,C2042839452,0.0,0.0,1,0
236,CASH_OUT,69618.2,C1810334951,595829.0,526210.8,C1090428955,579816.52,649434.72,0,0
538,CASH_OUT,1253358.42,C2016314393,1253358.42,0.0,C1340510647,8398499.24,9651857.66,1,0
352,PAYMENT,4516.42,C1033749086,19851.0,15334.58,M625210279,0.0,0.0,0,0
153,CASH_OUT,248225.94,C900249422,111462.0,0.0,C56623221,1791188.64,2039414.58,0,0
438,CASH_OUT,27286.66,C2119382172,27286.66,0.0,C2024067426,11633.47,38920.14,1,0
416,CASH_OUT,3019699.77,C2110305720,3019699.77,0.0,C225008798,523626.59,3543326.36,1,0
199,TRANSFER,80885.48,C1191502221,80885.48,0.0,C1529468994,0.0,0.0,1,0
402,CASH_OUT,127156.49,C1342244082,127156.49,0.0,C627190872,0.0,127156.49,1,0
403,CASH_OUT,41426.67,C456740120,0.0,0.0,C213135498,378588.45,420015.13,0,0
215,CASH_IN,12457.06,C2115619882,1943956.36,1956413.42,C870781208,12743.24,286.18,0,0
34,PAYMENT,17286.98,C391366349,20662.0,3375.02,M288048513,0.0,0.0,0,0
11,PAYMENT,4876.4,C600331413,142823.0,137946.6,M1646106929,0.0,0.0,0,0
398,CASH_OUT,3580542.06,C181971032,3580542.06,0.0,C296076520,0.0,3580542.06,1,0
308,PAYMENT,1793.22,C1132230148,15660.0,13866.78,M594213788,0.0,0.0,0,0
306,CASH_OUT,14230.08,C1830449050,0.0,0.0,C1094917327,15326.07,29556.15,0,0
347,CASH_OUT,145316.65,C1853035631,0.0,0.0,C900228764,1393292.62,1538609.27,0,0
15,CASH_OUT,145994.72,C1208375682,0.0,0.0,C1910586925,220253.93,366248.65,0,0
131,CASH_OUT,318018.77,C184980673,0.0,0.0,C1084280833,1748002.59,2066021.36,0,0
237,PAYMENT,10605.03,C1622819584,200988.0,190382.97,M2134859413,0.0,0.0,0,0
348,CASH_OUT,49626.43,C2018945221,0.0,0.0,C124057925,164921.45,214547.88,0,0
483,CASH_OUT,3488355.65,C1658688393,3488355.65,0.0,C2021292359,177670.78,3666026.43,1,0
223,TRANSFER,2308798.26,C997712071,2308798.26,0.0,C752642533,0.0,0.0,1,0
283,CASH_OUT,125364.48,C648381066,199368.0,74003.52,C1998923191,2789460.95,2914825.43,0,0
346,CASH_OUT,80781.32,C1369441296,51694.0,0.0,C739645439,121870.07,202651.38,0,0
35,TRANSFER,122032.62,C133342319,122032.62,0.0,C1919617921,0.0,0.0,1,0
257,CASH_OUT,26031.9,C1071622687,22.0,0.0,C94156945,0.0,26031.9,0,0
591,TRANSFER,221107.56,C1387397359,221107.56,0.0,C1005726924,0.0,0.0,1,0
353,PAYMENT,13413.75,C944510067,0.0,0.0,M539243417,0.0,0.0,0,0
28,TRANSFER,491517.77,C1029198062,491517.77,0.0,C1534111155,0.0,0.0,1,0
650,CASH_OUT,4480592.14,C631132881,4480592.14,0.0,C354729462,3244885.0,7725477.14,1,0
710,CASH_OUT,10000000.0,C211624085,10000000.0,0.0,C242007270,25608.72,10025608.72,1,0
95,CASH_OUT,33676.59,C1000086512,33676.59,0.0,C1759363094,0.0,33676.59,1,0
45,CASH_OUT,220852.38,C1302277682,0.0,0.0,C1680896452,499493.62,720346.0,0,0
499,CASH_OUT,43308.07,C1516853965,43308.07,0.0,C678670921,289285.73,332593.8,1,0
356,PAYMENT,24056.81,C1894617376,730.24,0.0,M1510746409,0.0,0.0,0,0
214,CASH_OUT,1368391.5,C486163456,1368391.5,0.0,C385133759,258210.84,1626602.34,1,0
276,CASH_OUT,254451.43,C515661897,304814.0,50362.57,C1503778391,392847.21,647298.64,0,0
301,CASH_OUT,322651.21,C1706637829,21825.0,0.0,C245590130,0.0,322651.21,0,0
397,PAYMENT,25696.44,C1981797167,418.0,0.0,M258627791,0.0,0.0,0,0
143,PAYMENT,9411.61,C597278140,1715.0,0.0,M1649570806,0.0,0.0,0,0
362,TRANSFER,10000000.0,C1208192074,17677120.59,7677120.59,C255905586,0.0,0.0,1,0
154,PAYMENT,11814.35,C1665195474,69907.08,58092.73,M434237484,0.0,0.0,0,0
588,CASH_OUT,98533.36,C1725698995,98533.36,0.0,C62219962,0.0,98533.36,1,0
140,CASH_OUT,23241.83,C240448123,2616.0,0.0,C896884276,18371.2,41613.03,0,0
439,TRANSFER,100840.93,C1044963294,100840.93,0.0,C503182041,0.0,0.0,1,0
160,CASH_OUT,74789.5,C222593211,10930.0,0.0,C202813211,2009148.26,2083937.75,0,0
207,CASH_IN,165844.4,C1624746451,628.0,166472.4,C1546274369,150961.11,0.0,0,0
444,CASH_OUT,3752520.6,C1674281831,3752520.6,0.0,C590901753,1255946.49,5008467.09,1,0
512,TRANSFER,127120.88,C139582618,127120.88,0.0,C574551822,0.0,0.0,1,0
179,PAYMENT,879.05,C1410856096,382601.29,381722.25,M779248301,0.0,0.0,0,0
537,TRANSFER,2463190.9,C1545516958,2463190.9,0.0,C121750661,0.0,0.0,1,0
145,CASH_OUT,150245.05,C2046096221,150245.05,0.0,C1306048259,1833611.89,1983856.94,1,0
365,CASH_OUT,4841332.26,C238987266,4841332.26,0.0,C1373089977,12806.8,4854139.07,1,0
533,CASH_OUT,3439121.37,C1650955113,3439121.37,0.0,C2091086284,67310.12,3506431.49,1,0
275,CASH_OUT,252173.87,C2027828638,30735.0,0.0,C962356501,300530.5,552704.38,0,0
369,PAYMENT,7702.9,C1608199092,0.0,0.0,M98068718,0.0,0.0,0,0
405,CASH_OUT,100099.49,C1155737238,0.0,0.0,C505393051,434396.62,534496.11,0,0
395,CASH_OUT,134297.68,C1461368336,134297.68,0.0,C771844472,419490.33,553788.01,1,0
